wetlandtypecode,vyear,grouptypecode,ecramid,cramver,wetlandclass,wetlandsubclass,wetlandtypedisplay,wetlandtyperowid,userid,userid_updatedby,aaname,projectname,assessmentareaid,projectid,visitdate,createdate,lastupdate,practitioners,practitionerother,aacategorydesc,aacomment,legacygid,programcode,centroidlong,centroidlat,aasize_ha,county,ecoregion,aageomcomment,ispublic,isnottest,indexscore,buffer_landscape_cont,hydrology,physical_structure,biotic_structure,bankfulwidth,average_aa_width,length,upstreamlatitude,upstreamlongitude,downstreamlatitude,downstreamlongitude,datum,flowingwater_riverine,hydroregime_riverine,channelform_riverine,tidalstage_riverine,tidalstage_estuarine,mouthcondition,encompass_estuarine,wetlandorigindesc,managetypes,depressionaltypedesc,encompass_depressional,hydrostate_depressional,hydroregime_depressional,connectstreamfloodplain,definedoutlet,definedinlet,inletoutletsamelocation,distincttopobasin,vpcategorydesc,surfacewater,hydrodescription,peatsoils,encompass_slope,hydrostate_slope,hydroregime_slope
dvps,2011,sp,8643,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Rancho Seco RSAA-1,"Vernal Pool System HDC Central Valley 2020-2021, Vollmar Vernal Pools",HDC Ref RSAA-1,307,5/16/11,6/28/22 23:00,33:35.2,Wendy Renz (lead practitioner),Jake Schweitzer,ambient,<p><strong>This data was originally collected using version 5.0.2 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong></p><p></p><p><strong></strong></p>,,General,-121.0806,38.34134,2.5225,Sacramento,sacramento valley,,1,1,86,93.29,91.67,66.67,91.67,,,,,,,,,,,,,,,,,,,,"saturated soil, but no surface water",,0,,,,,natural,,,,,,
dvps,2011,sp,8644,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Rancho Seco RSAA-2,Vollmar Vernal Pools,HDC Ref RSAA-2,307,5/16/11,6/29/22 9:46,29:00.9,Wendy Renz (lead practitioner),Jake Shweitzer,ambient,<p><strong>This data was originally collected using version 5.0.2 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong></p><p></p><p><strong></strong></p>,,General,-121.07824,38.34136,3.04057,Sacramento,sacramento valley,,1,1,89,93.29,91.67,91.67,79.17,,,,,,,,,,,,,,,,,,,entire wetland,"saturated soil, but no surface water",,0,,,,,created - entire wetland,,,,,,
dvps,2011,sp,8645,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Foothill Park,"Vernal Pool System HDC Central Valley 2020-2021, Vollmar Vernal Pools",HDC Ref Foothill Park,307,5/11/11,6/29/22 10:55,21:18.3,"Wendy Renz (lead practitioner), John Vollmar (other practitioner)",,ambient,<strong>This data was originally collected using version 5.0.2 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong>,,General,-121.82471,39.7821,6.30402,Butte,sacramento valley,,1,1,87,93.29,100,75,79.17,,,,,,,,,,,,,,,,,,,entire wetland,dry,,1,,,,,created - entire wetland,,,,,,
dvps,2013,sp,8646,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Highland Reserve North - Moore Ranch VPS-3,"Vernal Pool System HDC Central Valley 2020-2021, Vollmar Vernal Pools",HDC Ref Moore Ranch VPS-3,307,4/24/13,6/29/22 12:28,35:18.8,Jeff Barna (lead practitioner),,ambient,"<p><strong>This data was originally collected using version 5.0.2 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong></p><p>original project ID #: 2000-084</p><p>Survey timing seemed a bit early - 1 or 2 more weeks would be better; more blooming flowers, less soil saturation (&amp; ponding), may vp's seemed to have blurred line between upland and wetland: gradual sloped sides: vegetation distribution diffuse&nbsp;</p>",,General,-121.36302,38.85003,0.88964,Placer,sacramento valley,,1,1,80,93.29,91.67,66.67,66.67,,,,,,,,,,,,,,,,,,,entire wetland,"saturated soil, but no surface water",,1,,,,,restored - entire wetland,,,,,,
dvps,2016,sp,8647,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Stillwater Created Pools,Vollmar Vernal Pools,HDC Ref Stillwater Created,307,5/12/16,6/29/22 12:38,46:05.9,Cara Clark (lead practitioner),Jake Shweitzer,ambient,<strong>This data was originally collected using version 6.1 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong>,,General,-122.25892,40.50708,3.83711,Shasta,sacramento valley,,1,1,76,77.79,83.33,66.67,75,,,,,,,,,,,,,,,,,,,portion of the wetland,dry,,0,,,,,created - portion of wetland,,,,,,
divp,2021,sa,8648,6.2,depressional,individual vernal pool,individual vernal pool,6,124,,"NWCA 10814, Sage Lake",NWCA-2021,,,8/10/21,6/29/22 13:14,41:32.6,"Jennifer Balmagia (lead practitioner), Vanessa Stevens (other practitioner)","H. Truers, M. Cole",,,,,-121.25104,41.89952,0.50059,Modoc,modoc,,1,1,82,85.38,100,62.5,79.17,,,,,,,,,,,,,,,,,,,portion of the wetland,dry,,0,,,,,natural,,,,,,
dvps,2016,sp,8649,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Stillwater Natural Pools,Vollmar Vernal Pools,HDC Ref Stillwater Natural ,307,5/12/16,6/29/22 15:08,43:01.8,Cara Clark (lead practitioner),Jake Schweitzer,ambient,<p><strong>This data was originally collected using version 6.1 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong></p><p></p><p><strong></strong></p>,,General,-122.26378,40.50842,0.49467,Shasta,sacramento valley,,1,1,67,68.29,91.67,58.33,50,,,,,,,,,,,,,,,,,,,,dry,,0,,,,,natural,,,,,,
dvps,2011,sp,8650,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Stillwater Plains SP,Vollmar Vernal Pools,HDC Ref Stillwater SP,307,5/11/11,6/29/22 15:22,44:11.7,"Wendy Renz (lead practitioner), John Vollmar (other practitioner)",,ambient,<p><strong>This data was originally collected using version 5.0.2 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong></p><p></p><p><strong></strong></p>,,General,-122.26358,40.50827,4.18867,Shasta,sacramento valley,,1,1,80,93.29,91.67,75,58.33,,,,,,,,,,,,,,,,,,,entire wetland,dry,,1,,,,,natural,,,,,,
dvps,2016,sp,8651,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Lazy K #2,Vollmar Vernal Pools,HDC Ref Laky K 2,307,4/13/16,6/29/22 16:04,47:05.0,"Cara Clark (lead practitioner), John Vollmar (other practitioner)",,ambient,<strong>This data was originally collected using version 6.1 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong>,,General,-120.11726,37.1699,0.61676,Merced,san joaquin valley,,1,1,75,93.29,100,58.33,50,,,,,,,,,,,,,,,,,,,entire wetland,"saturated soil, but no surface water",,0,,,,,natural,,,,,,
dvps,2016,sp,8652,6.2,depressional,vernal pool system,vernal pool system,8,2683,,Lazy K East ,Vollmar Vernal Pools,HDC Ref Lazy K East,307,4/13/16,6/29/22 16:10,47:54.6,"Cara Clark (lead practitioner), John Vollmar (other practitioner)",,ambient,<strong>This data was originally collected using version 6.1 and has been updated to version 6.2. The metric scores entered into eCRAM may not necessarily be correct. However the final score is correct. Please download the attached original data sheets to see the exact original data for each replicate pool.</strong>,,General,-120.11356,37.16983,1.57342,Merced,san joaquin valley,,1,1,72,93.29,100,58.33,37.5,,,,,,,,,,,,,,,,,,,entire wetland,ponded/inundated,,0,,,,,natural,,,,,,
divp,2022,,8741,6.2,depressional,individual vernal pool,individual vernal pool,6,1217,,Mitigation Site - Pool 7,,MS-7,Otay Crossings (00403.00003.001),5/2/22,8/2/22 15:27,34:30.9,"Amy Mattson (lead practitioner), Benjamin Rosenbaum (other practitioner)",N/A,restoration,,,General,-116.9587,32.58008,0.05591,San Diego,south coast,,1,1,70,85.38,100,25,70.83,,,,,,,,,,,,,,,,,,,,,,0,,,,,created - entire wetland,,,,,,
divp,2022,,8742,6.2,depressional,individual vernal pool,individual vernal pool,6,1217,,Reference Site - Pool 15,,RS 15,Otay Crossings (00403.00003.001),5/2/22,8/2/22 16:11,15:45.0,"Amy Mattson (lead practitioner), Benjamin Rosenbaum (other practitioner)",N/A,reference,Pool boundaries not clear; estimated and re-mapped.,,General,-116.9282,32.59825,0.03311,San Diego,south coast,,1,1,73,87.5,100,50,54.17,,,,,,,,,,,,,,,,,,,,,,0,,,,,natural,,,,,,
divp,2022,,8743,6.2,depressional,individual vernal pool,individual vernal pool,6,1217,,Reference Site - Pool 17,,RS 17,Otay Crossings (00403.00003.001),5/2/22,8/2/22 16:14,33:46.7,"Amy Mattson (lead practitioner), Benjamin Rosenbaum (other practitioner)",N/A,reference,,,General,-116.92921,32.59774,0.00966,San Diego,south coast,,1,1,65,80.79,100,37.5,41.67,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
divp,2021,sa,8999,6.2,depressional,individual vernal pool,individual vernal pool,6,124,,NWCA 21 - 10082,NWCA-2021,,,6/29/21,11/1/22 17:29,38:43.2,"Kevin O'Connor (lead practitioner), Vanessa Stevens (other practitioner)",,,,,General,-120.95105,41.49122,0.50059,Modoc,modoc,,1,1,72,93.29,91.67,50,54.17,,,,,,,,,,,,,,,,,,,portion of the wetland,ponded/inundated,,0,,,,,restored - portion of wetland,,,,,,
divp,2023,sp,9172,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Ellwood Mesa Vernal Pool 2,SB Vernal Pool CRAM 2023,Ellwood Mesa,SB Vernal Pool CRAM,5/12/23,5/12/23 17:12,43:01.4,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,reference,,,,-119.88693,34.41845,0.01856,Santa Barbara,central coast,2019 GPS,1,1,61,93.29,100,25,25,,,,,,,,,,,,,,,,,,,,moist,,0,,,,,natural,,,,,,
divp,2023,sp,9173,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Ellwood Mesa Vernal Pool 1,SB Vernal Pool CRAM 2023,Ellwood Mesa,SB Vernal Pool CRAM 2023,5/15/23,5/15/23 15:23,40:35.8,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,reference,,,General,-119.88508,34.41633,0.04732,Santa Barbara,central coast,2019 GPS,1,1,66,85.38,100,37.5,41.67,,,,,,,,,,,,,,,,,,,,"saturated soil, but no surface water",,0,,,,,natural,,,,,,
divp,2023,sp,9184,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Ellwood Mesa Vernal Pool 3,SB Vernal Pool CRAM 2023,Ellwood Mesa,SB Vernal Pool CRAM 2023,5/26/23,5/26/23 14:48,42:03.9,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,reference,,,,-119.88749,34.41886,0.02023,Santa Barbara,central coast,2019 GPS,1,1,70,93.29,100,25,62.5,,,,,,,,,,,,,,,,,,,,dry,,0,,,,,natural,,,,,,
divp,2023,sp,9185,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Ellwood Mesa Vernal Pool 4,SB Vernal Pool CRAM 2023,Ellwood Mesa,SB Vernal Pool CRAM 2023,5/26/23,5/26/23 16:39,44:37.5,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,reference,,,,-119.88794,34.41934,0.0065,Santa Barbara,central coast,2019 GPS,1,1,68,93.29,100,25,54.17,,,,,,,,,,,,,,,,,,,,dry,,0,,,,,natural,,,,,,
divp,2023,sp,9186,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Ellwood Mesa Vernal Pool Reference,SB Vernal Pool CRAM 2023,Ellwood Mesa,SB Vernal Pool CRAM 2023,5/30/23,5/30/23 14:48,43:53.7,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,reference,,,,-119.88882,34.41982,0.0215,Santa Barbara,central coast,2019 GPS,1,1,76,85.38,100,50,66.67,,,,,,,,,,,,,,,,,,,,,,0,,,,,natural,,,,,,
divp,2023,sp,9187,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Ellwood Mesa Vernal Pool 5,SB Vernal Pool CRAM 2023,Ellwood Mesa,SB Vernal Pool CRAM 2023,5/30/23,5/30/23 16:52,41:19.1,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,reference,,,,-119.88871,34.42003,0.01977,Santa Barbara,central coast,2019 GPS,1,1,65,85.38,100,25,50,,,,,,,,,,,,,,,,,,,,dry,,0,,,,,natural,,,,,,
divp,2023,sp,9231,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara West Campus Bluffs Vernal Pool 10,SB Vernal Pool CRAM 2023,West Campus Bluffs,SB Vernal Pool CRAM 2023,6/23/23,6/23/23 15:17,47:43.4,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.87769,34.41019,0.00986,Santa Barbara,central coast,mapped 2019,1,1,69,82.92,100,37.5,54.17,,,,,,,,,,,,,,,,,,,,,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9232,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara West Campus Bluffs Vernal Pool 8,SB Vernal Pool CRAM 2023,West Campus Bluffs,SB Vernal Pool CRAM 2023,6/23/23,6/23/23 17:10,50:15.0,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.87752,34.40949,0.01147,Santa Barbara,central coast,mapped 2019,1,1,79,100,100,50,66.67,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - portion of wetland,,,,,,
divp,2023,sp,9233,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara West Campus Bluffs Vernal Pool 9,SB Vernal Pool CRAM 2023,West Campus Bluffs,SB Vernal Pool CRAM 2023,6/29/23,6/29/23 14:17,53:00.6,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,,,,,-119.87756,34.40984,0.0342,Santa Barbara,central coast,mapped 2019,1,1,66,85.38,100,50,29.17,,,,,,,,,,,,,,,,,,,entire wetland,dry,,1,,,,,restored - entire wetland,,,,,,
divp,2023,,9234,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara West Campus Bluffs Vernal Pool 13,,West Campus Bluffs,SB Vernal Pool CRAM 2023,6/29/23,6/29/23 16:09,49:08.8,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.87794,34.40955,0.00566,Santa Barbara,central coast,mapped 2019,1,1,69,85.38,100,37.5,54.17,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9235,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara West Campus Bluffs Vernal Pool 11,SB Vernal Pool CRAM 2023,West Campus Bluffs,SB Vernal Pool CRAM 2023,6/29/23,6/29/23 16:25,50:55.6,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.87811,34.41005,0.01052,Santa Barbara,central coast,mapped 2019,1,1,73,100,100,37.5,54.17,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9236,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara West Campus Bluffs Vernal Pool 1,SB Vernal Pool CRAM 2023,West Campus Bluffs,SB Vernal Pool CRAM 2023,6/30/23,6/30/23 9:41,52:11.7,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.87058,34.41063,0.08387,Santa Barbara,central coast,mapped 2019,1,1,81,82.92,100,50,91.67,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,restored - entire wetland,,,,,,
divp,2023,sp,9237,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara West Campus Bluffs Vernal Pool 3,SB Vernal Pool CRAM 2023,West Campus Bluffs,SB Vernal Pool CRAM 2023,6/30/23,6/30/23 11:03,55:00.7,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,ambient,,,,-119.87094,34.41047,0.03033,Santa Barbara,central coast,mapped 2019,1,1,61,85.38,100,25,33.33,,,,,,,,,,,,,,,,,,,,dry,,0,,,,,natural,,,,,,
divp,2023,sp,9238,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara West Campus Bluffs Vernal Pool 2,SB Vernal Pool CRAM 2023,West Campus Bluffs,SB Vernal Pool CRAM 2023,6/30/23,6/30/23 14:25,54:11.8,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,ambient,,,,-119.87109,34.41094,0.10164,Santa Barbara,central coast,mapped 2019,1,1,59,82.92,100,25,29.17,,,,,,,,,,,,,,,,,,,,dry,,0,,,,,natural,,,,,,
divp,2023,sp,9239,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara West Campus Bluffs Vernal Pool 4,SB Vernal Pool CRAM 2023,West Campus Bluffs,SB Vernal Pool CRAM 2023,7/3/23,7/3/23 14:43,55:48.0,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.87235,34.41009,0.10179,Santa Barbara,central coast,mapped 2019,1,1,83,85.38,100,62.5,83.33,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,restored - entire wetland,,,,,,
divp,2023,sp,9240,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara West Campus Bluffs Vernal Pool 6,SB Vernal Pool CRAM 2023,West Campus Bluffs,SB Vernal Pool CRAM 2023,7/6/23,7/6/23 14:26,56:34.4,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.87456,34.40951,0.02375,Santa Barbara,central coast,mapped 2019,1,1,84,85.38,100,62.5,87.5,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,restored - entire wetland,,,,,,
divp,2023,sp,9241,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara West Campus Bluffs Vernal Pool 7,SB Vernal Pool CRAM 2023,West Campus Bluffs,SB Vernal Pool CRAM 2023,7/6/23,7/6/23 15:15,58:27.6,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,ambient,,,,-119.87464,34.40998,0.03729,Santa Barbara,central coast,mapped 2019,1,1,58,82.92,100,25,25,,,,,,,,,,,,,,,,,,,,dry,,0,,,,,natural,,,,,,
dvps,2023,sp,9260,6.2,depressional,vernal pool system,vernal pool system,8,3126,,Santa Barbara Vernal Pool NCOS3-9,SB Vernal Pool CRAM 2023,NCOS,SB Vernal Pool CRAM 2023,7/10/23,7/10/23 15:46,21:41.4,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,,,,,-119.88108,34.41906,0.60489,Santa Barbara,central coast,,1,1,75,80.79,100,58.33,62.5,,,,,,,,,,,,,,,,,,,,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9262,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara NCOS Vernal Pool 1,SB Vernal Pool CRAM 2023,NCOS,,7/13/23,7/13/23 13:37,44:10.8,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.8793,34.4193,0.13673,Santa Barbara,central coast,mapped 2019,1,1,80,80.79,100,50,87.5,,,,,,,,,,,,,,,,,,,,moist,,0,,,,,,,,,,,
divp,2023,sp,9263,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara NCOS Vernal Pool 2,SB Vernal Pool CRAM 2023,NCOS,,7/13/23,7/13/23 14:40,45:12.8,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.87989,34.41945,0.05441,Santa Barbara,central coast,mapped 2019,1,1,86,93.29,100,62.5,87.5,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9264,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara South Parcel Vernal Pool SWW 1,SB Vernal Pool CRAM 2023,South Parcel,,7/13/23,7/13/23 15:25,14:49.6,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88416,34.41656,0.03447,Santa Barbara,central coast,mapped 2019,1,1,69,93.29,91.67,62.5,29.17,,,,,,,,,,,,,,,,,,,,dry,,0,,,,,natural,,,,,,
divp,2023,sp,9280,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara South Parcel Vernal Pool NWW 3,SB Vernal Pool CRAM 2023,South Parcel,,7/14/23,7/14/23 14:03,18:46.2,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88431,34.41808,0.03668,Santa Barbara,central coast,mapped 2019,1,1,85,93.29,100,62.5,83.33,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9282,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara South Parcel Vernal Pool NWW 2,SB Vernal Pool CRAM 2023,South Parcel,,7/14/23,7/14/23 14:47,24:54.6,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88411,34.41821,0.03307,Santa Barbara,central coast,mapped 2019,1,1,82,93.29,100,62.5,70.83,,,,,,,,,,,,,,,,,,,,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9283,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara South Parcel Vernal Pool NWW 1,SB Vernal Pool CRAM 2023,South Parcel,,7/14/23,7/14/23 15:21,28:15.4,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88384,34.41822,0.03226,Santa Barbara,central coast,mapped 2019,1,1,75,93.29,100,37.5,70.83,,,,,,,,,,,,,,,,,,,,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9284,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara South Parcel Vernal Pool NWW 5,SB Vernal Pool CRAM 2023,South Parcel,,7/14/23,7/14/23 15:55,31:11.7,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88403,34.41853,0.02831,Santa Barbara,central coast,mapped 2019,1,1,83,100,100,50,83.33,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9285,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara South Parcel Vernal Pool NWW 4,SB Vernal Pool CRAM 2023,South Parcel,,7/14/23,7/14/23 16:20,34:03.5,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88425,34.41844,0.01727,Santa Barbara,central coast,mapped 2019,1,1,79,93.29,100,50,70.83,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9286,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara South Parcel Vernal Pool NWW 6,SB Vernal Pool CRAM 2023,South Parcel,,7/16/23,7/17/23 14:17,59:25.2,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88427,34.41884,0.02452,Santa Barbara,central coast,mapped 2019,1,1,85,93.29,100,62.5,83.33,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,,9287,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara South Parcel Vernal Pool NWW 8,,,,7/17/23,7/17/23 14:58,57:36.2,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88444,34.41956,0.01395,Santa Barbara,central coast,mapped 2019,1,1,75,93.29,100,50,58.33,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9288,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara South Parcel Vernal Pool NWW 9,SB Vernal Pool CRAM 2023,South Parcel,,7/17/23,7/17/23 15:50,02:42.4,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,mitigation,,,,-119.88425,34.41934,0.00784,Santa Barbara,central coast,mapped 2019,1,1,81,93.29,100,62.5,66.67,,,,,,,,,,,,,,,,,,,portion of the wetland,dry,,0,,,,,created - portion of wetland,,,,,,
divp,2023,sp,9289,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara South Parcel Vernal Pool NWW 7,SB Vernal Pool CRAM 2023,South Parcel,,7/17/23,7/17/23 17:09,00:44.1,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,impacted,,,,-119.8846,34.41936,0.0533,Santa Barbara,central coast,mapped 2019,1,1,88,93.29,100,87.5,70.83,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9295,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Storke Ranch (Private Land) Vernal Pool 2017,SB Vernal Pool CRAM 2023,Storke Ranch,,7/18/23,7/18/23 14:32,50:59.0,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86628,34.42096,0.00686,Santa Barbara,central coast,mapped 2019,1,1,79,83.88,100,62.5,70.83,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9297,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Storke Ranch (Private Land) Vernal Pool East,SB Vernal Pool CRAM 2023,Storke Ranch,,7/18/23,7/18/23 15:44,39:09.3,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86648,34.42113,0.03797,Santa Barbara,central coast,mapped 2019,1,1,82,86.42,100,62.5,79.17,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,restored - entire wetland,,,,,,
divp,2023,sp,9298,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Storke Ranch (Private Land) Vernal Pool North,SB Vernal Pool CRAM 2023,Stroke Ranch,,7/18/23,7/18/23 16:27,54:07.6,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86571,34.42126,0.03062,Santa Barbara,central coast,mapped 2019,1,1,78,86.42,100,50,75,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,created - entire wetland,,,,,,
divp,2023,sp,9303,6.2,depressional,individual vernal pool,individual vernal pool,6,3126,,Santa Barbara Storke Ranch (Private Land) Vernal Pool Main,SB Vernal Pool CRAM 2023,Storke Ranch,,7/20/23,7/20/23 15:27,51:29.0,"Joanna Tang (lead practitioner), Johnny Alonzo (other practitioner)",,restoration,,,,-119.86754,34.42123,0.59796,Santa Barbara,central coast,mapped 2019,1,1,69,67.25,100,50,58.33,,,,,,,,,,,,,,,,,,,entire wetland,dry,,0,,,,,restored - entire wetland,,,,,,
