ObjectID,GlobalID,Monitoring Date,Monitor Names,Vernal Pool?,Vernal Pool Name or Number,Vernal Pool Axis,Project Site,Unlisted Project Site,Lagoon Transect Name/Number,Unlisted Lagoon Transect Name/Number,NCOS Transect Name/Number,NP Transect Name/Number,Unlisted NP Transect Name/Number,Transect Name/Number,Total Transect Length,Transect Start Time,Transect Finish Time,Transect Notes,Transect Distance of Quadrat,Side of Transect (Left or Right),Vernal Pool Zone,Quadrat Notes (Optional),Percent Bare Ground,Percent Natural Thatch,Percent Mowed/Trimmed Thatch,Thatch Notes (Optional),Count of Native Species,Sum of Native Cover,Count of Non-Native Species,Sum of Non-Native Cover,Count of Unknown Species,Sum of Unknown Cover,Sum of Thatch,Sum of Other Cover,Bare Ground,SUM of ALL COVER,CreationDate,Creator,EditDate,Editor,x,y
5485,fce659f2-5b96-4c1b-a150-cfc95294dec7,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,0,Right,edge,,1,79,0,,3,4,4,136,0,0,79,0,1,220,8/2/2023 1:30:01 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:30:01 AM,joannatang@umail.ucsb.edu_ucsb,-119.866812668744,34.4153659689797
5486,80cb3468-293a-44a5-906e-dcb37dd56deb,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,2,Left,transition,,9,44,0,,6,6,6,52,0,0,44,0,9,111,8/2/2023 1:30:30 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:30:30 AM,joannatang@umail.ucsb.edu_ucsb,-119.866725052546,34.4156078104559
5487,e915bcaf-c826-4eae-812c-6bc3c3598b28,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,4,Right,transition,,36,41,0,,4,27,4,18,0,0,41,0,36,122,8/2/2023 1:30:56 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:30:56 AM,joannatang@umail.ucsb.edu_ucsb,-119.86677851017,34.4155329527955
5488,a48f0316-0b39-49bd-abfc-e7ad14dff4a2,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,6,Right,transition,,46,14,0,,5,49,4,5,0,0,14,0,46,114,8/2/2023 1:30:58 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:30:58 AM,joannatang@umail.ucsb.edu_ucsb,-119.866766686568,34.4156196052298
5489,65e7f24c-f2b8-4716-a4d8-8b58147ef90b,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,8,Right,transition,,49,17,0,,3,43,6,8,0,0,17,0,49,117,8/2/2023 1:31:00 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:31:00 AM,joannatang@umail.ucsb.edu_ucsb,-119.866708828741,34.4155676806628
5490,0712bf7c-7e41-497f-b8b9-fa4c07e5649f,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,10,Left,bottom,,0,0,0,,9,25,4,9,0,0,0,66,0,100,8/2/2023 1:31:21 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:31:21 AM,joannatang@umail.ucsb.edu_ucsb,-119.866730316768,34.4156003860763
5491,5e57e962-f0ab-4862-b30d-6a51636bb662,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,12,Right,bottom,,0,0,0,,7,27,4,4,0,0,0,69,0,100,8/2/2023 1:31:40 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:31:40 AM,joannatang@umail.ucsb.edu_ucsb,-119.866735471122,34.4156406935023
5492,25fa933e-93aa-4665-b48f-f3f42963a399,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,14,Left,bottom,,0,0,0,,6,60,4,4,0,0,0,49,0,113,8/2/2023 1:31:42 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:31:42 AM,joannatang@umail.ucsb.edu_ucsb,-119.866834053834,34.4155883532301
5493,758e3e64-65eb-4994-baf1-719d077b2523,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,16,Right,bottom,,0,0,0,,6,59,2,2,0,0,0,39,0,100,8/2/2023 1:31:44 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:31:44 AM,joannatang@umail.ucsb.edu_ucsb,-119.866728057082,34.4155201014772
5494,6b8753a2-fc2b-4cd6-8e8f-0bf373eb10b0,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,18,Left,bottom,,0,0,0,,5,70,0,0,0,0,0,33,0,103,8/2/2023 1:31:52 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:31:52 AM,joannatang@umail.ucsb.edu_ucsb,-119.866724589528,34.4153791440428
5495,fa51ebb2-d604-4c9a-81b8-1db9615bd250,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,20,Right,bottom,,0,0,0,,7,87,0,0,0,0,0,29,0,116,8/2/2023 1:32:08 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:32:08 AM,joannatang@umail.ucsb.edu_ucsb,-119.866771949611,34.4155588939985
5496,ba6263da-b72d-4ced-afa4-acac10698e41,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,20,Left,bottom,,0,0,0,,7,92,2,2,0,0,0,13,0,107,8/2/2023 1:32:11 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:32:11 AM,joannatang@umail.ucsb.edu_ucsb,-119.866847389809,34.4155019240601
5497,49723207-c9c0-4276-900e-fa2979d62d4c,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,24,Right,transition,,0,0,0,,8,42,4,22,0,0,0,46,0,110,8/2/2023 1:32:25 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:32:25 AM,joannatang@umail.ucsb.edu_ucsb,-119.866750376872,34.4153849903695
5498,574ba4a0-0baf-4c0c-b756-7d9e927db36e,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,26,Left,transition,Island,0,99,0,,1,1,6,143,0,0,99,0,0,243,8/2/2023 1:32:36 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:32:36 AM,joannatang@umail.ucsb.edu_ucsb,-119.866846187926,34.4154072014824
5499,348e75c8-a1a9-4522-9a3c-cb3bf21d6ab7,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,28,Right,transition,Island,1,98,0,,2,2,5,149,0,0,98,0,1,250,8/2/2023 1:32:44 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:32:44 AM,joannatang@umail.ucsb.edu_ucsb,-119.866774920368,34.4154282400012
5500,5f8aeffa-3062-4cda-b3d9-b503f2eaa8a8,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,30,Left,transition,Island,0,99,0,,2,0,6,147,0,0,99,0,0,246,8/2/2023 1:32:50 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:32:50 AM,joannatang@umail.ucsb.edu_ucsb,-119.866809881145,34.4154029017214
5501,f9484faa-0000-4cda-98ac-bdfb748e3445,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,32,Right,transition,Island,0,98,0,,3,3,4,161,0,0,98,0,0,262,8/2/2023 1:32:57 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:32:57 AM,joannatang@umail.ucsb.edu_ucsb,-119.867024140766,34.4153935022196
5502,7cb73d94-3801-4210-a1e5-3ccb5fb85937,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,34,Left,transition,Island,0,99,0,,1,1,4,151,0,0,99,0,0,251,8/2/2023 1:33:10 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:33:10 AM,joannatang@umail.ucsb.edu_ucsb,-119.867076675716,34.4153762328206
5503,597edf14-4b9e-4e29-bf3e-e069459c3a04,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,36,Right,transition,Island,0,99,0,,2,2,6,141,0,0,99,0,0,242,8/2/2023 1:33:21 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:33:21 AM,joannatang@umail.ucsb.edu_ucsb,-119.866933094168,34.4153691808892
5504,861d2b38-496f-46be-826d-32e72f49a63b,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,38,Left,transition,Island,0,99,0,,4,6,5,121,0,0,99,0,0,226,8/2/2023 1:33:40 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:33:40 AM,joannatang@umail.ucsb.edu_ucsb,-119.866879883186,34.4153402028463
5505,8be8cd9a-3d1d-4685-bf77-546a25cd3e6b,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,40,Right,transition,Island,0,99,0,,2,10,4,110,0,0,99,0,0,219,8/2/2023 1:33:57 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:33:57 AM,joannatang@umail.ucsb.edu_ucsb,-119.86687224828,34.4154940921582
5506,afea3a43-c914-459b-8f1b-d363458fd1ac,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,42,Left,transition,Island,0,99,0,,6,31,4,36,0,0,99,0,0,166,8/2/2023 1:34:12 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:34:12 AM,joannatang@umail.ucsb.edu_ucsb,-119.86683855862,34.4153467941159
5507,f8b5614b-a605-4297-90b5-d6f218ba1143,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,44,Right,bottom,,0,0,0,,5,61,0,0,0,0,0,41,0,102,8/2/2023 1:34:26 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:34:26 AM,joannatang@umail.ucsb.edu_ucsb,-119.866682723472,34.4153066387769
5508,fc1d1ab8-4cd1-4861-b12b-bd14759c6598,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,46,Right,bottom,,0,0,0,,5,62,0,0,0,0,0,39,0,101,8/2/2023 1:34:28 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:34:28 AM,joannatang@umail.ucsb.edu_ucsb,-119.866834182543,34.4153484189267
5509,768049d7-f62c-425d-bb74-9074fa02971f,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,38,Right,bottom,,0,0,0,,5,110,0,0,0,0,0,13,0,123,8/2/2023 1:34:30 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:34:30 AM,joannatang@umail.ucsb.edu_ucsb,-119.86668779298,34.4153044710689
5510,4a0d1765-0ae1-425c-b037-4cf3cd035c44,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,50,Left,bottom,,0,0,0,,4,104,0,0,0,0,0,9,0,113,8/2/2023 1:34:32 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:34:32 AM,joannatang@umail.ucsb.edu_ucsb,-119.866883411119,34.4152858092587
5511,ef187011-f03a-43f2-9ef7-265ed02a1cd6,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,,Start and end flipped from 2019,52,Right,transition,,0,0,0,,4,35,3,21,0,0,0,44,0,100,8/2/2023 1:34:45 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:34:45 AM,joannatang@umail.ucsb.edu_ucsb,-119.866868333054,34.4151376637198
5512,0995a0f9-d55a-421c-be68-a9fbf42b911d,8/1/2023 7:00:00 PM,Joanna Tang,yes,7,major,UNLISTED,Camino Corto,,,,,,,55,14:55,17:09,Start and end flipped from 2019,54,Left,edge,,0,99,0,,3,8,5,117,0,0,99,0,0,224,8/2/2023 1:35:15 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:35:15 AM,joannatang@umail.ucsb.edu_ucsb,-119.867058654175,34.4152493456718
5513,1e4b9df8-ba8d-49e1-a577-f3fdf30ac877,8/1/2023 7:00:00 PM,Joanna Tang,yes,T,major,UNLISTED,Del Sol,,,,,,,24,17:01,,,0,Right,edge,,0,49,0,,3,31,6,20,0,0,49,0,0,100,8/2/2023 1:35:28 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:35:28 AM,joannatang@umail.ucsb.edu_ucsb,-119.866043868749,34.4161370770301
5514,adab0621-78ee-41b6-85d9-c4bdea42bb77,8/1/2023 7:00:00 PM,Joanna Tang,yes,T,major,UNLISTED,Del Sol,,,,,,,24,17:01,,,2,Left,transition,,0,99,0,,6,6,5,105,0,0,99,0,0,210,8/2/2023 1:35:54 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:35:54 AM,joannatang@umail.ucsb.edu_ucsb,-119.866211214106,34.416147366251
5515,e7b72f51-b347-4cb8-a8ea-18bd9368d0f5,8/1/2023 7:00:00 PM,Joanna Tang,yes,T,major,UNLISTED,Del Sol,,,,,,,24,17:01,,,4,Right,transition,,0,98,0,,3,4,3,78,0,0,98,0,0,180,8/2/2023 1:35:56 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:35:56 AM,joannatang@umail.ucsb.edu_ucsb,-119.866185566101,34.4160668248774
5516,e78e2299-a9db-4b20-bf62-30b113525740,8/1/2023 7:00:00 PM,Joanna Tang,yes,T,major,UNLISTED,Del Sol,,,,,,,24,17:01,,,6,Left,bottom,,9,0,0,,8,37,3,26,0,0,0,28,9,100,8/2/2023 1:36:24 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:36:24 AM,joannatang@umail.ucsb.edu_ucsb,-119.866144409562,34.4160745246112
5517,069af17d-a990-43be-b349-2c00d0cd502f,8/1/2023 7:00:00 PM,Joanna Tang,yes,T,major,UNLISTED,Del Sol,,,,,,,24,17:01,,,8,Right,bottom,,0,0,0,,6,96,2,5,0,0,0,8,0,109,8/2/2023 1:36:44 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:36:44 AM,joannatang@umail.ucsb.edu_ucsb,-119.866082033743,34.4160340342616
5518,6e1f6b17-11cd-4c5e-b0f5-d6b00d1e427e,8/1/2023 7:00:00 PM,Joanna Tang,yes,T,major,UNLISTED,Del Sol,,,,,,,24,17:01,,,10,Left,bottom,,0,0,0,,7,79,4,6,0,0,0,17,0,102,8/2/2023 1:36:49 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:36:49 AM,joannatang@umail.ucsb.edu_ucsb,-119.866120210737,34.416041781882
5519,d175cc11-a710-42c9-a671-726474547933,8/1/2023 7:00:00 PM,Joanna Tang,yes,T,major,UNLISTED,Del Sol,,,,,,,24,17:01,,,12,Right,bottom,,0,0,0,,6,58,3,3,0,0,0,41,0,102,8/2/2023 1:36:50 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:36:50 AM,joannatang@umail.ucsb.edu_ucsb,-119.866129967713,34.4160391476272
5520,5a83feab-eec2-4766-9342-0b74765aa952,8/1/2023 7:00:00 PM,Joanna Tang,yes,T,major,UNLISTED,Del Sol,,,,,,,24,17:01,,,14,Left,transition,,2,0,0,,9,16,4,33,0,0,0,49,2,100,8/2/2023 1:37:02 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:37:02 AM,joannatang@umail.ucsb.edu_ucsb,-119.866010237455,34.4159881091471
5521,26f6ff09-4f34-4994-adbc-d729e9badbb7,8/1/2023 7:00:00 PM,Joanna Tang,yes,T,major,UNLISTED,Del Sol,,,,,,,24,17:01,,,16,Right,transition,,3,0,0,,7,35,5,16,0,0,0,46,3,100,8/2/2023 1:37:15 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:37:15 AM,joannatang@umail.ucsb.edu_ucsb,-119.866049694023,34.4160808105005
5522,e8c1e629-aca8-469f-84ba-c9a95a279b4a,8/1/2023 7:00:00 PM,Joanna Tang,yes,T,major,UNLISTED,Del Sol,,,,,,,24,17:01,,,18,Left,transition,,1,0,0,,5,34,5,24,0,0,0,41,1,100,8/2/2023 1:37:28 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:37:28 AM,joannatang@umail.ucsb.edu_ucsb,-119.866020398883,34.4160456480093
5523,18f72502-0373-4635-b03d-472e8bc0c7c4,8/1/2023 7:00:00 PM,Joanna Tang,yes,T,major,UNLISTED,Del Sol,,,,,,,24,17:01,,,20,Right,transition,,20,0,0,,3,19,9,43,0,0,0,18,20,100,8/2/2023 1:38:02 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:38:02 AM,joannatang@umail.ucsb.edu_ucsb,-119.866049378591,34.4160234950816
5524,67b654a5-b953-40fc-bd9a-468f898256df,8/1/2023 7:00:00 PM,Joanna Tang,yes,T,major,UNLISTED,Del Sol,,,,,,,24,17:01,,,22,Left,edge,,0,99,0,,1,9,9,65,0,0,99,0,0,173,8/2/2023 1:38:35 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:38:35 AM,joannatang@umail.ucsb.edu_ucsb,-119.866040865463,34.415928748716
5525,7e7e4774-90a4-4d23-8290-b79291aaf264,8/1/2023 7:00:00 PM,Joanna Tang,yes,T,major,UNLISTED,Del Sol,,,,,,,24,17:01,,,24,Right,edge,,0,99,0,,1,1,6,108,0,0,99,0,0,208,8/2/2023 1:39:11 AM,joannatang@umail.ucsb.edu_ucsb,8/2/2023 1:39:11 AM,joannatang@umail.ucsb.edu_ucsb,-119.8660455037,34.4159355581705
5712,ef0560e4-7d41-48c9-9bf6-2b9de03da8b6,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,,Juncos occidentalis in pool,0,Right,edge,,0,99,0,,1,1,7,137,0,0,99,0,0,237,8/10/2023 10:30:08 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:08 PM,joannatang@umail.ucsb.edu_ucsb,-119.866738757203,34.4161582613102
5713,e8fa27cc-c47a-4457-8997-d113ffe0ed4b,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,,,2,Left,edge,,1,98,0,,1,3,8,137,0,0,98,0,1,239,8/10/2023 10:30:12 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:12 PM,joannatang@umail.ucsb.edu_ucsb,-119.866650894366,34.4157142733875
5714,3794b73e-cd56-408e-bac6-00d7fe5df0e9,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,,,4,Right,transition,,0,0,0,,4,85,4,19,0,0,0,2,0,106,8/10/2023 10:30:16 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:16 PM,joannatang@umail.ucsb.edu_ucsb,-119.866601245529,34.4157656212382
5715,82351af8-9818-49b4-9aef-984d30713813,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,,,6,Left,bottom,,0,0,0,,3,82,0,0,0,0,0,20,0,102,8/10/2023 10:30:20 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:20 PM,joannatang@umail.ucsb.edu_ucsb,-119.86655555421,34.4157131753578
5716,646390d0-f840-4ba9-aef2-a4af04f880d9,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,,,8,Right,bottom,,0,0,0,,2,53,0,0,0,0,0,47,0,100,8/10/2023 10:30:22 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:22 PM,joannatang@umail.ucsb.edu_ucsb,-119.866653434422,34.415794236639
5717,d674537f-40e9-410b-9df5-f027b113456a,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,,,10,Left,bottom,,0,0,0,,2,60,0,0,0,0,0,40,0,100,8/10/2023 10:30:23 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:23 PM,joannatang@umail.ucsb.edu_ucsb,-119.866734076899,34.4158209461534
5718,b3252b85-874e-40d8-810a-591a35e759a3,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,,,12,Right,bottom,,0,0,0,,4,84,0,0,0,0,0,17,0,101,8/10/2023 10:30:25 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:25 PM,joannatang@umail.ucsb.edu_ucsb,-119.866695851119,34.415826921921
5719,f6f21e5f-005e-446e-82a2-af0d610c0677,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,,,14,Left,bottom,,0,0,0,,4,91,0,0,0,0,0,14,0,105,8/10/2023 10:30:26 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:26 PM,joannatang@umail.ucsb.edu_ucsb,-119.866678141847,34.4157962678842
5720,46d2e8db-b00a-4125-b227-9f9e0efb2eec,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,,,16,Right,bottom,,0,0,0,,5,113,0,0,0,0,0,17,0,130,8/10/2023 10:30:28 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:28 PM,joannatang@umail.ucsb.edu_ucsb,-119.866721493774,34.4158244980794
5721,24a90f1e-6dc4-47e2-8d1e-b08af686fc37,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,,,18,Left,bottom,,0,0,0,,6,82,0,0,0,0,0,21,0,103,8/10/2023 10:30:31 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:31 PM,joannatang@umail.ucsb.edu_ucsb,-119.866647894559,34.4157690167513
5722,f26f4ff2-4884-4289-96fe-9a2bdae650cc,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,,,20,Right,bottom,,0,0,0,,5,106,0,0,0,0,0,19,0,125,8/10/2023 10:30:33 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:33 PM,joannatang@umail.ucsb.edu_ucsb,-119.866913334848,34.4159442857305
5723,25890368-ff93-4e1c-9013-56ab29d69665,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,,,20,Left,bottom,,0,0,0,,3,71,0,0,0,0,0,31,0,102,8/10/2023 10:30:35 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:35 PM,joannatang@umail.ucsb.edu_ucsb,-119.86685227258,34.4158569613472
5724,2ef35a42-5953-4183-ac0d-9d84c06ba273,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,,,24,Right,bottom,,0,0,0,,2,72,0,0,0,0,0,28,0,100,8/10/2023 10:30:36 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:36 PM,joannatang@umail.ucsb.edu_ucsb,-119.866806399835,34.4158125756325
5725,f0fe1087-8c41-4c8f-8136-1704dee14138,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,,,26,Left,bottom,,0,0,0,,3,88,0,0,0,0,0,15,0,103,8/10/2023 10:30:38 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:38 PM,joannatang@umail.ucsb.edu_ucsb,-119.866792251717,34.4158213909534
5726,1a2790fd-897d-4494-94ab-a4023073f136,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,,,28,Right,bottom,,0,0,0,,4,89,0,0,0,0,0,12,0,101,8/10/2023 10:30:39 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:39 PM,joannatang@umail.ucsb.edu_ucsb,-119.86683678655,34.4158510242125
5727,34cb1533-9c06-4a8e-864f-7d03fb3e33c1,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,,,30,Left,bottom,,0,0,0,,6,63,2,2,0,0,0,35,0,100,8/10/2023 10:30:41 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:41 PM,joannatang@umail.ucsb.edu_ucsb,-119.866917748711,34.4158597037321
5728,ad9d00a0-bc21-4a91-ac9c-ebefaf8e97de,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,,,32,Right,bottom,,0,0,0,,7,77,1,1,0,0,0,23,0,101,8/10/2023 10:30:43 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:43 PM,joannatang@umail.ucsb.edu_ucsb,-119.866849820218,34.415969845824
5729,77b00dbb-ce36-45a3-a4f3-0f504dd40ccf,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,,,34,Right,transition,,0,0,0,,6,12,7,104,0,0,0,10,0,126,8/10/2023 10:30:46 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:46 PM,joannatang@umail.ucsb.edu_ucsb,-119.866977917964,34.4159682926071
5730,c7c0ff2f-afa5-4f37-80bd-b09f2743d0e9,8/10/2023 7:00:00 PM,Joanna Tang,yes,6,minor,UNLISTED,Camino Corto,,,,,,,37,13:53,15:08,,36,Right,edge,,0,99,0,,0,0,6,167,0,0,99,0,0,266,8/10/2023 10:30:50 PM,joannatang@umail.ucsb.edu_ucsb,8/10/2023 10:30:50 PM,joannatang@umail.ucsb.edu_ucsb,-119.866991905985,34.4159575622049
5791,2c649f6d-b439-40c0-9cfd-a7074e133f66,7/28/2023 7:00:00 PM,"Kelly Hildner, Mikey He,  Leigh Lyter, Chloe Carlstrom",yes,2017,minor,UNLISTED,Storke ,,,,,,,14,,,,6,Left,bottom,,13,0,0,,7,119,1,1,0,0,0,0,13,133,8/12/2023 5:57:28 AM,ccber_user,8/12/2023 5:57:28 AM,ccber_user,-119.866292255293,34.4209999560736
